Dataset,Attribute,Criterion Difference Name,Paired t-statistics on Accuracy with Missing Values,Degrees of Freedom of Accuracy with Missing Values,P-value t-statistics on Accuracy with Missing Values,Paired t-statistics on Accuracy without Missing Values,Degrees of Freedom of Accuracy without Missing Values,P-value t-statistics on Accuracy without Missing Values,Paired t-statistics on Number of Nodes,Degrees of Freedom of Number of Nodes,P-value t-statistics on Number of Nodes
Cover Type with Aggreg,None,PC-ext - Largest Class Alone,-2.542959114615778,19,0.99007338306,-2.555124263592318,19,0.990326234871,-13.58066064050569,19,0.999999999984
Cover Type with Aggreg,None,PC-ext - Twoing,2.31856334602221,19,0.0158604163027,2.3122693960182286,19,0.0160668028876,-19.529183308020908,19,1.0
Cover Type with Aggreg,None,PC-ext - LS Squared Gini,75.51641227824571,19,0.0,75.51041108311765,19,0.0,96.59809681272198,19,0.0
Cover Type with Aggreg,None,PC-ext - Hypercube Cover,34.10386917602125,19,0.0,34.10392929954117,19,0.0,16.97625628096616,19,3.06310532494e-13
Cover Type with Aggreg,None,PC-ext - LS Chi Square,231.82637262475993,19,0.0,231.87356958917954,19,0.0,26.325630760904755,19,1.11022302463e-16
Cover Type with Aggreg,None,Largest Class Alone - Twoing,5.032749710667453,19,3.69485886786e-05,5.034269611146991,19,3.68235734016e-05,-7.720611577929233,19,0.9999998585
Cover Type with Aggreg,None,Largest Class Alone - LS Squared Gini,96.20191557319312,19,0.0,96.24449988256872,19,0.0,143.25406546666412,19,0.0
Cover Type with Aggreg,None,Largest Class Alone - Hypercube Cover,48.67634569912068,19,0.0,48.77797759702599,19,0.0,34.14470839092984,19,0.0
Cover Type with Aggreg,None,Largest Class Alone - LS Chi Square,225.2555045002864,19,0.0,225.18486207216517,19,0.0,30.273734846187207,19,0.0
Cover Type with Aggreg,None,Twoing - LS Squared Gini,63.291828015194476,19,0.0,63.28752915395207,19,0.0,72.94066425384479,19,0.0
Cover Type with Aggreg,None,Twoing - Hypercube Cover,18.34244885813271,19,7.62723217917e-14,18.359710107238733,19,7.49400541622e-14,31.044163911965448,19,0.0
Cover Type with Aggreg,None,Twoing - LS Chi Square,106.66150311418977,19,0.0,106.68123001072946,19,0.0,36.58198162097782,19,0.0
