Dataset,Attribute,Criterion Difference Name,Paired t-statistics on Accuracy with Missing Values,Degrees of Freedom of Accuracy with Missing Values,P-value t-statistics on Accuracy with Missing Values,Paired t-statistics on Accuracy without Missing Values,Degrees of Freedom of Accuracy without Missing Values,P-value t-statistics on Accuracy without Missing Values,Paired t-statistics on Number of Nodes,Degrees of Freedom of Number of Nodes,P-value t-statistics on Number of Nodes
KDD98 Multiclass 9,None,Twoing - Hypercube Cover,6.062173075231321,19,3.93548080113e-06,6.062173075231321,19,3.93548080113e-06,0.0,19,0.5
KDD98 Multiclass 9,None,Twoing - Largest Class Alone,6.062173075231321,19,3.93548080113e-06,6.062173075231321,19,3.93548080113e-06,0.0,19,0.5
KDD98 Multiclass 9,None,Twoing - LS Chi Square,-8.212590798417244,19,0.999999943362,-8.212590798417244,19,0.999999943362,0.0,19,0.5
KDD98 Multiclass 9,None,Twoing - PC-ext,6.062173075231321,19,3.93548080113e-06,6.062173075231321,19,3.93548080113e-06,0.0,19,0.5
KDD98 Multiclass 9,None,Twoing - LS Squared Gini,-9.733322611563416,19,0.99999999594,-9.733322611563416,19,0.99999999594,0.0,19,0.5
KDD98 Multiclass 9,None,Hypercube Cover - Largest Class Alone,0.0,19,0.5,0.0,19,0.5,0.0,19,0.5
KDD98 Multiclass 9,None,Hypercube Cover - LS Chi Square,-9.833025973799884,19,0.999999996551,-9.833025973799884,19,0.999999996551,0.0,19,0.5
KDD98 Multiclass 9,None,Hypercube Cover - PC-ext,0.0,19,0.5,0.0,19,0.5,0.0,19,0.5
KDD98 Multiclass 9,None,Hypercube Cover - LS Squared Gini,-9.544977752453066,19,0.999999994458,-9.544977752453066,19,0.999999994458,0.0,19,0.5
KDD98 Multiclass 9,None,Largest Class Alone - LS Chi Square,-9.833025973799884,19,0.999999996551,-9.833025973799884,19,0.999999996551,0.0,19,0.5
KDD98 Multiclass 9,None,Largest Class Alone - PC-ext,0.0,19,0.5,0.0,19,0.5,0.0,19,0.5
KDD98 Multiclass 9,None,Largest Class Alone - LS Squared Gini,-9.544977752453066,19,0.999999994458,-9.544977752453066,19,0.999999994458,0.0,19,0.5
KDD98 Multiclass 9,None,LS Chi Square - PC-ext,9.833025973799884,19,3.4490805767e-09,9.833025973799884,19,3.4490805767e-09,0.0,19,0.5
KDD98 Multiclass 9,None,LS Chi Square - LS Squared Gini,-1.7250120522413555,19,0.949622526794,-1.7250120522413555,19,0.949622526794,0.0,19,0.5
KDD98 Multiclass 9,None,PC-ext - LS Squared Gini,-9.544977752453066,19,0.999999994458,-9.544977752453066,19,0.999999994458,0.0,19,0.5
Contraceptive with Aggreg,None,Twoing - Hypercube Cover,1.5250276866832155,19,0.0718628430837,1.51853360025801,19,0.0726723744291,-1.8311038136792213,19,0.958593078708
Contraceptive with Aggreg,None,Twoing - Largest Class Alone,1.5250276866832155,19,0.0718628430837,1.51853360025801,19,0.0726723744291,-1.831103813679221,19,0.958593078708
Contraceptive with Aggreg,None,Twoing - LS Chi Square,-32.33684157312259,19,1.0,-32.33684157312259,19,1.0,-inf,19,1.0
Contraceptive with Aggreg,None,Twoing - PC-ext,1.0,19,0.164938400461,1.0,19,0.164938400461,-1.0,19,0.835061599539
