Dataset,Attribute,Criterion Difference Name,Paired t-statistics on Accuracy with Missing Values,Degrees of Freedom of Accuracy with Missing Values,P-value t-statistics on Accuracy with Missing Values,Paired t-statistics on Accuracy without Missing Values,Degrees of Freedom of Accuracy without Missing Values,P-value t-statistics on Accuracy without Missing Values,Paired t-statistics on Number of Nodes,Degrees of Freedom of Number of Nodes,P-value t-statistics on Number of Nodes
Cover Type with Aggreg,None,Conditional Inference Tree Twoing - Conditional Inference Tree PC-ext,0.0,19,0.5,0.0,19,0.5,0.0,19,0.5
Cover Type with Aggreg,None,Conditional Inference Tree Twoing - Conditional Inference Tree LS Chi Square,0.0,19,0.5,0.0,19,0.5,0.0,19,0.5
Cover Type with Aggreg,None,Conditional Inference Tree Twoing - Conditional Inference Tree LS Squared Gini,0.0,19,0.5,0.0,19,0.5,0.0,19,0.5
Cover Type with Aggreg,None,Conditional Inference Tree Twoing - Conditional Inference Tree Hypercube Cover,0.0,19,0.5,0.0,19,0.5,0.0,19,0.5
Cover Type with Aggreg,None,Conditional Inference Tree Twoing - Conditional Inference Tree Largest Class Alone,0.0,19,0.5,0.0,19,0.5,0.0,19,0.5
Cover Type with Aggreg,None,Conditional Inference Tree PC-ext - Conditional Inference Tree LS Chi Square,0.0,19,0.5,0.0,19,0.5,0.0,19,0.5
Cover Type with Aggreg,None,Conditional Inference Tree PC-ext - Conditional Inference Tree LS Squared Gini,0.0,19,0.5,0.0,19,0.5,0.0,19,0.5
Cover Type with Aggreg,None,Conditional Inference Tree PC-ext - Conditional Inference Tree Hypercube Cover,0.0,19,0.5,0.0,19,0.5,0.0,19,0.5
Cover Type with Aggreg,None,Conditional Inference Tree PC-ext - Conditional Inference Tree Largest Class Alone,0.0,19,0.5,0.0,19,0.5,0.0,19,0.5
Cover Type with Aggreg,None,Conditional Inference Tree LS Chi Square - Conditional Inference Tree LS Squared Gini,0.0,19,0.5,0.0,19,0.5,0.0,19,0.5
Cover Type with Aggreg,None,Conditional Inference Tree LS Chi Square - Conditional Inference Tree Hypercube Cover,0.0,19,0.5,0.0,19,0.5,0.0,19,0.5
Cover Type with Aggreg,None,Conditional Inference Tree LS Chi Square - Conditional Inference Tree Largest Class Alone,0.0,19,0.5,0.0,19,0.5,0.0,19,0.5
Cover Type with Aggreg,None,Conditional Inference Tree LS Squared Gini - Conditional Inference Tree Hypercube Cover,0.0,19,0.5,0.0,19,0.5,0.0,19,0.5
Cover Type with Aggreg,None,Conditional Inference Tree LS Squared Gini - Conditional Inference Tree Largest Class Alone,0.0,19,0.5,0.0,19,0.5,0.0,19,0.5
Cover Type with Aggreg,None,Conditional Inference Tree Hypercube Cover - Conditional Inference Tree Largest Class Alone,0.0,19,0.5,0.0,19,0.5,0.0,19,0.5
Cars,None,Conditional Inference Tree Twoing - Conditional Inference Tree PC-ext,0.0,19,0.5,0.0,19,0.5,0.0,19,0.5
Cars,None,Conditional Inference Tree Twoing - Conditional Inference Tree LS Chi Square,0.0,19,0.5,0.0,19,0.5,0.0,19,0.5
Cars,None,Conditional Inference Tree Twoing - Conditional Inference Tree LS Squared Gini,0.0,19,0.5,0.0,19,0.5,0.0,19,0.5
Cars,None,Conditional Inference Tree Twoing - Conditional Inference Tree Hypercube Cover,0.0,19,0.5,0.0,19,0.5,0.0,19,0.5
Cars,None,Conditional Inference Tree Twoing - Conditional Inference Tree Largest Class Alone,0.0,19,0.5,0.0,19,0.5,0.0,19,0.5
Cars,None,Conditional Inference Tree PC-ext - Conditional Inference Tree LS Chi Square,0.0,19,0.5,0.0,19,0.5,0.0,19,0.5
Cars,None,Conditional Inference Tree PC-ext - Conditional Inference Tree LS Squared Gini,0.0,19,0.5,0.0,19,0.5,0.0,19,0.5
Cars,None,Conditional Inference Tree PC-ext - Conditional Inference Tree Hypercube Cover,0.0,19,0.5,0.0,19,0.5,0.0,19,0.5
Cars,None,Conditional Inference Tree PC-ext - Conditional Inference Tree Largest Class Alone,0.0,19,0.5,0.0,19,0.5,0.0,19,0.5
Cars,None,Conditional Inference Tree LS Chi Square - Conditional Inference Tree LS Squared Gini,0.0,19,0.5,0.0,19,0.5,0.0,19,0.5
Cars,None,Conditional Inference Tree LS Chi Square - Conditional Inference Tree Hypercube Cover,0.0,19,0.5,0.0,19,0.5,0.0,19,0.5
Cars,None,Conditional Inference Tree LS Chi Square - Conditional Inference Tree Largest Class Alone,0.0,19,0.5,0.0,19,0.5,0.0,19,0.5
Cars,None,Conditional Inference Tree LS Squared Gini - Conditional Inference Tree Hypercube Cover,0.0,19,0.5,0.0,19,0.5,0.0,19,0.5
Cars,None,Conditional Inference Tree LS Squared Gini - Conditional Inference Tree Largest Class Alone,0.0,19,0.5,0.0,19,0.5,0.0,19,0.5
Cars,None,Conditional Inference Tree Hypercube Cover - Conditional Inference Tree Largest Class Alone,0.0,19,0.5,0.0,19,0.5,0.0,19,0.5
Adult Census Income,None,Conditional Inference Tree Twoing - Conditional Inference Tree PC-ext,0.0,19,0.5,0.0,19,0.5,0.0,19,0.5
Adult Census Income,None,Conditional Inference Tree Twoing - Conditional Inference Tree LS Chi Square,2.1527271404272996,19,0.0222009586672,2.1527271404272996,19,0.0222009586672,2.1794494717703365,19,0.0210431433553
Adult Census Income,None,Conditional Inference Tree Twoing - Conditional Inference Tree LS Squared Gini,2.1527271404272996,19,0.0222009586672,2.1527271404272996,19,0.0222009586672,2.1794494717703365,19,0.0210431433553
Adult Census Income,None,Conditional Inference Tree Twoing - Conditional Inference Tree Hypercube Cover,0.0,19,0.5,0.0,19,0.5,0.0,19,0.5
Adult Census Income,None,Conditional Inference Tree Twoing - Conditional Inference Tree Largest Class Alone,0.0,19,0.5,0.0,19,0.5,2.179449471770337,19,0.0210431433553
Adult Census Income,None,Conditional Inference Tree PC-ext - Conditional Inference Tree LS Chi Square,2.1527271404272996,19,0.0222009586672,2.1527271404272996,19,0.0222009586672,2.1794494717703365,19,0.0210431433553
Adult Census Income,None,Conditional Inference Tree PC-ext - Conditional Inference Tree LS Squared Gini,2.1527271404272996,19,0.0222009586672,2.1527271404272996,19,0.0222009586672,2.1794494717703365,19,0.0210431433553
Adult Census Income,None,Conditional Inference Tree PC-ext - Conditional Inference Tree Hypercube Cover,0.0,19,0.5,0.0,19,0.5,0.0,19,0.5
Adult Census Income,None,Conditional Inference Tree PC-ext - Conditional Inference Tree Largest Class Alone,0.0,19,0.5,0.0,19,0.5,2.179449471770337,19,0.0210431433553
Adult Census Income,None,Conditional Inference Tree LS Chi Square - Conditional Inference Tree LS Squared Gini,0.0,19,0.5,0.0,19,0.5,0.0,19,0.5
Adult Census Income,None,Conditional Inference Tree LS Chi Square - Conditional Inference Tree Hypercube Cover,-2.1527271404272996,19,0.977799041333,-2.1527271404272996,19,0.977799041333,-2.1794494717703365,19,0.978956856645
Adult Census Income,None,Conditional Inference Tree LS Chi Square - Conditional Inference Tree Largest Class Alone,-2.1527271404272996,19,0.977799041333,-2.1527271404272996,19,0.977799041333,-2.1794494717703365,19,0.978956856645
Adult Census Income,None,Conditional Inference Tree LS Squared Gini - Conditional Inference Tree Hypercube Cover,-2.1527271404272996,19,0.977799041333,-2.1527271404272996,19,0.977799041333,-2.1794494717703365,19,0.978956856645
Adult Census Income,None,Conditional Inference Tree LS Squared Gini - Conditional Inference Tree Largest Class Alone,-2.1527271404272996,19,0.977799041333,-2.1527271404272996,19,0.977799041333,-2.1794494717703365,19,0.978956856645
Adult Census Income,None,Conditional Inference Tree Hypercube Cover - Conditional Inference Tree Largest Class Alone,0.0,19,0.5,0.0,19,0.5,2.179449471770337,19,0.0210431433553
Nursery with Aggreg,None,Conditional Inference Tree Twoing - Conditional Inference Tree PC-ext,0.0,19,0.5,0.0,19,0.5,0.0,19,0.5
Nursery with Aggreg,None,Conditional Inference Tree Twoing - Conditional Inference Tree LS Chi Square,0.0,19,0.5,0.0,19,0.5,0.0,19,0.5
Nursery with Aggreg,None,Conditional Inference Tree Twoing - Conditional Inference Tree LS Squared Gini,13.439915279552698,19,1.86798354562e-11,13.439915279552698,19,1.86798354562e-11,0.0,19,0.5
Nursery with Aggreg,None,Conditional Inference Tree Twoing - Conditional Inference Tree Hypercube Cover,0.0,19,0.5,0.0,19,0.5,0.0,19,0.5
Nursery with Aggreg,None,Conditional Inference Tree Twoing - Conditional Inference Tree Largest Class Alone,4.417275055814291,19,0.000147933182054,4.417275055814291,19,0.000147933182054,0.0,19,0.5
Nursery with Aggreg,None,Conditional Inference Tree PC-ext - Conditional Inference Tree LS Chi Square,0.0,19,0.5,0.0,19,0.5,0.0,19,0.5
Nursery with Aggreg,None,Conditional Inference Tree PC-ext - Conditional Inference Tree LS Squared Gini,13.439915279552698,19,1.86798354562e-11,13.439915279552698,19,1.86798354562e-11,0.0,19,0.5
Nursery with Aggreg,None,Conditional Inference Tree PC-ext - Conditional Inference Tree Hypercube Cover,0.0,19,0.5,0.0,19,0.5,0.0,19,0.5
Nursery with Aggreg,None,Conditional Inference Tree PC-ext - Conditional Inference Tree Largest Class Alone,4.417275055814291,19,0.000147933182054,4.417275055814291,19,0.000147933182054,0.0,19,0.5
Nursery with Aggreg,None,Conditional Inference Tree LS Chi Square - Conditional Inference Tree LS Squared Gini,13.439915279552698,19,1.86798354562e-11,13.439915279552698,19,1.86798354562e-11,0.0,19,0.5
Nursery with Aggreg,None,Conditional Inference Tree LS Chi Square - Conditional Inference Tree Hypercube Cover,0.0,19,0.5,0.0,19,0.5,0.0,19,0.5
Nursery with Aggreg,None,Conditional Inference Tree LS Chi Square - Conditional Inference Tree Largest Class Alone,4.417275055814291,19,0.000147933182054,4.417275055814291,19,0.000147933182054,0.0,19,0.5
Nursery with Aggreg,None,Conditional Inference Tree LS Squared Gini - Conditional Inference Tree Hypercube Cover,-13.439915279552698,19,0.999999999981,-13.439915279552698,19,0.999999999981,0.0,19,0.5
Nursery with Aggreg,None,Conditional Inference Tree LS Squared Gini - Conditional Inference Tree Largest Class Alone,-2.8552151679926503,19,0.994936988646,-2.8552151679926503,19,0.994936988646,0.0,19,0.5
Nursery with Aggreg,None,Conditional Inference Tree Hypercube Cover - Conditional Inference Tree Largest Class Alone,4.417275055814291,19,0.000147933182054,4.417275055814291,19,0.000147933182054,0.0,19,0.5
Contraceptive with Aggreg,None,Conditional Inference Tree Twoing - Conditional Inference Tree PC-ext,-1.399599018222921,19,0.911125452162,-1.399599018222921,19,0.911125452162,0.5674803065350239,19,0.288516200863
Contraceptive with Aggreg,None,Conditional Inference Tree Twoing - Conditional Inference Tree LS Chi Square,7.9429039224927624,19,9.31887116362e-08,7.9429039224927624,19,9.31887116362e-08,7.02462267608568,19,5.46160490389e-07
